Pair Index,Match Cmd,Evasion Cmd,Equivalent
4306,"{'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}","{'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}",False
4307,"{'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3'}","{'hostname': 'client', 'ephemeral_id': '66b561db-e9d4-4076-b78e-c4ce9eada53c', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client', 'type': 'winlogbeat', 'version': '7.10.2'}",False
4308,taskhost.exe system,"""logonui.exe"" /flags:0x0",False
4309,"{'executable': 'c:\\windows\\system32\\net1.exe', 'command_line': 'c:\\windows\\system32\\net.exe share', 'pid': 948, 'working_directory': 'c:\\windows\\system32\\', 'parent': {'entity_id': '{19fc45ac-76e7-601c-0000-001081630000}', 'pid': 440, 'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe']}, 'name': 'taskhost.exe', 'args': ['taskhost.exe', 'system'], 'hash': {'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}, 'entity_id': '{19fc45ac-e775-601c-0000-001009455000}'}","{'working_directory': 'c:\\windows\\system32\\', 'parent': {'executable': 'c:\\windows\\system32\\winlogon.exe', 'command_line': 'winlogon.exe', 'name': 'winlogon.exe', 'args': ['winlogon.exe'], 'entity_id': '{19fc45ac-4598-601c-0000-0010fa590000}', 'pid': 384}, 'args': ['logonui.exe', '/flags:0x0'], 'entity_id': '{19fc45ac-6202-601c-0000-001053c91400}', 'pid': 4008, 'executable': 'c:\\windows\\system32\\net.exe', 'command_line': 'net a""cc""ounts', 'name': 'logonui.exe', 'hash': {'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}}",False
4310,2021-02-05t06:36:37.430z,2021-02-04t21:07:14.858z,False
4311,"{'user': 'system', 'hash': ['7fa8ba5a780e4757964ac9d4238302b9', '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701']}","{'user': 'system', 'hash': ['3ef0d8ab08385aab5802e773511a2e6a', '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6']}",False
4312,"{'computer_name': 'client3.breach.local', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'api': 'wineventlog', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'version': 5, 'record_id': 1639, 'process': {'thread': {'id': 308}, 'pid': 1904}, 'event_data': {'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'logonguid': '{19fc45ac-76e7-601c-0000-0020e7030000}', 'integritylevel': 'system', 'originalfilename': 'taskhost.exe', 'description': 'host process for windows tasks', 'product': 'microsoft® windows® operating system', 'company': 'microsoft corporation', 'logonid': '0x3e7', 'terminalsessionid': '0'}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1}","{'api': 'wineventlog', 'event_data': {'logonguid': '{19fc45ac-4598-601c-0000-0020e7030000}', 'product': 'microsoft® windows® operating system', 'terminalsessionid': '1', 'integritylevel': 'system', 'originalfilename': 'logonui.exe', 'company': 'microsoft corporation', 'description': 'windows logon user interface host', 'logonid': '0x3e7', 'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)'}, 'process': {'pid': 1524, 'thread': {'id': 1780}}, 'event_id': 1, 'version': 5, 'provider_name': 'microsoft-windows-sysmon', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'channel': 'microsoft-windows-sysmon/operational', 'record_id': 1148, 'task': 'process create (rule: processcreate)', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'computer_name': 'client'}",False
4313,"{'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'created': '2021-02-05t06:36:39.249z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon'}","{'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'created': '2021-02-04t21:07:16.915z'}",False
4314,"{'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'name': 'client3.breach.local', 'os': {'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103']}","{'architecture': 'x86', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}, 'name': 'client', 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.254', '172.16.1.1', 'fe80::5efe:c0a8:38fe', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:01:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client'}",False
4315,"{'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}","{'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}",False
4316,"{'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3'}","{'hostname': 'client', 'ephemeral_id': '66b561db-e9d4-4076-b78e-c4ce9eada53c', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client', 'type': 'winlogbeat', 'version': '7.10.2'}",False
4317,taskhost.exe system,"""logonui.exe"" /flags:0x0",False
4318,"{'executable': 'c:\\windows\\system32\\net1.exe', 'command_line': 'c:\\windows\\system32\\net.exe share', 'pid': 948, 'working_directory': 'c:\\windows\\system32\\', 'parent': {'entity_id': '{19fc45ac-76e7-601c-0000-001081630000}', 'pid': 440, 'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe']}, 'name': 'taskhost.exe', 'args': ['taskhost.exe', 'system'], 'hash': {'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}, 'entity_id': '{19fc45ac-e775-601c-0000-001009455000}'}","{'working_directory': 'c:\\windows\\system32\\', 'parent': {'executable': 'c:\\windows\\system32\\winlogon.exe', 'command_line': 'winlogon.exe', 'name': 'winlogon.exe', 'args': ['winlogon.exe'], 'entity_id': '{19fc45ac-4598-601c-0000-0010fa590000}', 'pid': 384}, 'args': ['logonui.exe', '/flags:0x0'], 'entity_id': '{19fc45ac-6202-601c-0000-001053c91400}', 'pid': 4008, 'executable': 'c:\\windows\\system32\\net.exe', 'command_line': 'net.exe v""ie""w /all', 'name': 'logonui.exe', 'hash': {'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}}",False
4319,2021-02-05t06:36:37.430z,2021-02-04t22:28:08.250z,False
4320,"{'user': 'system', 'hash': ['7fa8ba5a780e4757964ac9d4238302b9', '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701']}","{'user': 'local service', 'hash': ['54a47f6b5e09a77e61649109c6a08866', '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2']}",False
4321,"{'computer_name': 'client3.breach.local', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'api': 'wineventlog', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'version': 5, 'record_id': 1639, 'process': {'thread': {'id': 308}, 'pid': 1904}, 'event_data': {'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'logonguid': '{19fc45ac-76e7-601c-0000-0020e7030000}', 'integritylevel': 'system', 'originalfilename': 'taskhost.exe', 'description': 'host process for windows tasks', 'product': 'microsoft® windows® operating system', 'company': 'microsoft corporation', 'logonid': '0x3e7', 'terminalsessionid': '0'}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1}","{'process': {'pid': 1516, 'thread': {'id': 1780}}, 'event_id': 1, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1216, 'task': 'process create (rule: processcreate)', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'version': 5, 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'channel': 'microsoft-windows-sysmon/operational', 'computer_name': 'client3', 'opcode': 'info', 'event_data': {'description': 'host process for windows services', 'fileversion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'product': 'microsoft® windows® operating system', 'logonguid': '{19fc45ac-74f7-601c-0000-0020e5030000}', 'company': 'microsoft corporation', 'originalfilename': 'svchost.exe', 'integritylevel': 'system', 'terminalsessionid': '0', 'logonid': '0x3e5'}, 'api': 'wineventlog'}",False
4322,"{'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'created': '2021-02-05t06:36:39.249z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon'}","{'created': '2021-02-04t22:31:13.050z', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)'}",False
4323,"{'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'name': 'client3.breach.local', 'os': {'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103']}","{'name': 'client3', 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'os': {'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows'}}",False
4324,"{'domain': 'nt authority', 'name': 'system'}","{'domain': 'nt authority', 'name': 'local service'}",False
4325,"{'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}","{'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}",False
4326,"{'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3'}","{'hostname': 'client3', 'ephemeral_id': 'f5ed3d9b-1471-4589-bd70-28219e0f5978', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3', 'type': 'winlogbeat', 'version': '7.10.2'}",False
4327,taskhost.exe system,c:\windows\system32\svchost.exe -k localservice,False
4328,"{'executable': 'c:\\windows\\system32\\net1.exe', 'command_line': 'c:\\windows\\system32\\net.exe share', 'pid': 948, 'working_directory': 'c:\\windows\\system32\\', 'parent': {'entity_id': '{19fc45ac-76e7-601c-0000-001081630000}', 'pid': 440, 'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe']}, 'name': 'taskhost.exe', 'args': ['taskhost.exe', 'system'], 'hash': {'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}, 'entity_id': '{19fc45ac-e775-601c-0000-001009455000}'}","{'entity_id': '{19fc45ac-74f8-601c-0000-0010cff30000}', 'pid': 988, 'command_line': 'net g""rou""p grpname', 'parent': {'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe'], 'entity_id': '{19fc45ac-74f7-601c-0000-0010fe630000}', 'pid': 444, 'executable': 'c:\\windows\\system32\\services.exe'}, 'args': ['c:\\windows\\system32\\svchost.exe', '-k', 'localservice'], 'executable': 'c:\\windows\\system32\\net1.exe', 'working_directory': 'c:\\windows\\system32\\', 'name': 'svchost.exe', 'hash': {'md5': '54a47f6b5e09a77e61649109c6a08866', 'sha256': '121118a0f5e0e8c933efd28c9901e54e42792619a8a3a6d11e1f0025a7324bc2'}}",False
4329,2021-02-05t06:36:37.430z,2021-02-04t22:28:55.671z,False
4330,"{'user': 'system', 'hash': ['7fa8ba5a780e4757964ac9d4238302b9', '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701']}","{'user': 'system', 'hash': ['b5c5dcad3899512020d135600129d665', 'f6b4d18fa0d3c4958711ac0d476c21a6fdf2897f989a0ad290b43f463dd8b5b0']}",False
4331,"{'computer_name': 'client3.breach.local', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'api': 'wineventlog', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'version': 5, 'record_id': 1639, 'process': {'thread': {'id': 308}, 'pid': 1904}, 'event_data': {'fileversion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'logonguid': '{19fc45ac-76e7-601c-0000-0020e7030000}', 'integritylevel': 'system', 'originalfilename': 'taskhost.exe', 'description': 'host process for windows tasks', 'product': 'microsoft® windows® operating system', 'company': 'microsoft corporation', 'logonid': '0x3e7', 'terminalsessionid': '0'}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1}","{'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'process': {'thread': {'id': 1792}, 'pid': 1524}, 'event_data': {'description': 'windows start-up application', 'integritylevel': 'system', 'product': 'microsoft® windows® operating system', 'originalfilename': 'wininit.exe', 'terminalsessionid': '0', 'fileversion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'logonguid': '{19fc45ac-7528-601c-0000-0020e7030000}', 'company': 'microsoft corporation', 'logonid': '0x3e7'}, 'event_id': 1, 'opcode': 'info', 'channel': 'microsoft-windows-sysmon/operational', 'api': 'wineventlog', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'computer_name': 'client1.breach.local', 'record_id': 1264, 'version': 5}",False
4332,"{'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'created': '2021-02-05t06:36:39.249z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon'}","{'code': 1, 'provider': 'microsoft-windows-sysmon', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:06.296z', 'kind': 'event'}",False
4333,"{'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client3', 'architecture': 'x86', 'name': 'client3.breach.local', 'os': {'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103']}","{'name': 'client1.breach.local', 'os': {'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client1', 'architecture': 'x86'}",False
4334,"{'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}","{'md5': 'b5c5dcad3899512020d135600129d665', 'sha256': 'f6b4d18fa0d3c4958711ac0d476c21a6fdf2897f989a0ad290b43f463dd8b5b0'}",False
4335,"{'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3'}","{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client1', 'ephemeral_id': 'c6dab1c1-2860-4ed8-b41c-e6b57498568e'}",False
4336,taskhost.exe system,wininit.exe,False
4337,"{'executable': 'c:\\windows\\system32\\net1.exe', 'command_line': 'c:\\windows\\system32\\net.exe share', 'pid': 948, 'working_directory': 'c:\\windows\\system32\\', 'parent': {'entity_id': '{19fc45ac-76e7-601c-0000-001081630000}', 'pid': 440, 'executable': 'c:\\windows\\system32\\services.exe', 'command_line': 'c:\\windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe']}, 'name': 'taskhost.exe', 'args': ['taskhost.exe', 'system'], 'hash': {'md5': '7fa8ba5a780e4757964ac9d4238302b9', 'sha256': '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701'}, 'entity_id': '{19fc45ac-e775-601c-0000-001009455000}'}","{'entity_id': '{19fc45ac-7527-601c-0000-001028570000}', 'pid': 348, 'executable': 'c:\\windows\\system32\\net.exe', 'command_line': 'net """"u""s""e', 'parent': {'entity_id': '{19fc45ac-7527-601c-0000-0010d84f0000}', 'pid': 304, 'executable': 'c:\\windows\\system32\\smss.exe', 'command_line': '\\systemroot\\system32\\smss.exe 00000000 0000003c ', 'name': 'smss.exe', 'args': ['\\systemroot\\system32\\smss.exe', '00000000', '0000003c']}, 'args': ['wininit.exe'], 'hash': {'md5': 'b5c5dcad3899512020d135600129d665', 'sha256': 'f6b4d18fa0d3c4958711ac0d476c21a6fdf2897f989a0ad290b43f463dd8b5b0'}, 'working_directory': 'c:\\windows\\system32', 'name': 'wininit.exe'}",False
4338,2021-02-05t06:36:37.430z,2021-02-04t22:29:08.701z,False
4339,"{'user': 'system', 'hash': ['7fa8ba5a780e4757964ac9d4238302b9', '65e3d8ce737896647065103fbb4d58e6a34171d0a48662a832cfdac3cf469701']}","{'user': 'client1', 'hash': ['cc3ac75ddbfaa6d4ccbb0afad7eb759d', '3d98a354f1329bfeb17216d2391d6e9c04f6873b6e491bce9734c02c26574b3d']}",False
